id,title,authors,published,triage_status,summary
W7169787635,Development of machine learning models to estimate strength characteristics of combined cellulose xanthate and fibre reinforced soft clayey soil used as subgrade,"Michael Chizobam Uwaezuoke, Chijioke Christopher Ikeagwuani, Fidelis Onyebuchi Okafor",2026-07-20,Innovative Infrastructure Solutions,skim,,https://doi.org/10.1007/s41062-026-02852-2
W4353007132,M2SNet: Multi-scale in Multi-scale Subtraction Network for Medical Image Segmentation,"Xiaoqi Zhao, Hongpeng Jia, Youwei Pang, Long Lv, Feng Tian, Lihe Zhang, Weibing Sun, Huchuan Lu",2026-07-20,Machine Intelligence Research,skim,"Abstract Accurate medical image segmentation is critical for early medical diagnosis. Most existing methods are based on U-shape structure and use element-wise addition or concatenation to fuse different level features progressively in decoder. However, both the two operations easily generate plenty of redundant information, which will weaken the complementarity between different level features, resulting in inaccurate localization and blurred edges of lesions. To address this challenge, we propose a general multi-scale in multi-scale subtraction network (M 2 SNet) to finish diverse segmentation from medical image. Specifically, we first design a basic subtraction unit (SU) to produce the difference features between adjacent levels in encoder. Next, we expand the single-scale SU to the intra-layer multi-scale SU, which can provide the decoder with both pixel-level and structure-level difference information. Then, we pyramidally equip the multi-scale SUs at different levels with varying receptive fields, thereby achieving the inter-layer multi-scale feature aggregation and obtaining rich multi-scale difference information. In addition, we build a training-free network “LossNet” to comprehensively supervise the task-aware features from bottom layer to top layer, which drives our multi-scale subtraction network to capture the detailed and structural cues simultaneously. Without bells and whistles, our method performs favorably against most state-of-the-art methods under different evaluation metrics on eleven datasets of four different medical image segmentation tasks of diverse image modalities, including color colonoscopy imaging, ultrasound imaging, computed tomography (CT), and optical coherence tomography (OCT). The source code can be available at https://github.com/Xiaoqi-Zhao-DLUT/MSNet .",https://doi.org/10.1007/s11633-026-1662-9
W7162437321,Research Data for: A Multi-Mechanism Pavement Performance Model for DWPT Infrastructure,Mustafa Karasahin,2027-01-01,Mendeley Data,outside scope,,https://doi.org/10.17632/v2zx74cwpn
W3135432633,The IRT Telescope on board the THESEUS mission,"D. Götz, Aline Meuris, E. Doumayrou, Dehbia Lattab, Frédéric Pinsard, Samuel Ronayette, Thierry Tourrette, Herni Triou, Bortolino Saggin, Marco Giovanni Corti, S. Covino, Fabrizio Fornasiero, Luca Oggioni, L. Terenzi, Stephane Basa, E. Bozzo, Ludovic Genolet, Lauro Conti, Mariachiara Celato, Paul Hedderman, Shaymaa Hussein, Christoph Tenzer, K. Mercier, Lander Ruiz de Ocenda, Jean-Michel Le Duigou, Adrien Fort, Florent Robinet, Andras Peter Joo, Rebeka Kiss, Bendegúz Koncz, L Viktor Toth",2026-07-20,arXiv (Cornell University),skim,"We present the Infra-Red Telescope (IRT), which is part of the payload of the THESEUS mission, one on the three phase A candidate missions for the M7 slot of ESA (launch date 2037). The IRT is a 0.7 m class telescope with an off-axis Korsch optical design, with imaging capabilities in the 0.7-1.8 microns range over a 15 x 15 arc min field of view. The IRT also provides slit-less low resolution spectroscopy (R~400) over a limited field of view of 2 x 2 arc min, in the 0.8-1.6 microns range. The goal of the IRT is to identify the near infrared counterparts to the Gamma-Ray Bursts (GRBs) detected by the two other telescopes on board THESEUS (the XGIS and the SXI), and to measure on board its photometric redshift in near real-time. The position and the redshift will be transmitted immediately to ground to allow for deeper follow-up by the large telescopes (ELT, VLT, ...). If the source is bright enough, spectroscopy will be performed to characterize the GRB environment.",https://doi.org/10.48550/arxiv.2607.17681
W7169864439,expanded theories,francis lee,2026-07-21,Zenodo (CERN European Organization for Nuclear Research),skim,"Combined, the railgun pod, Frostline core, signal‑booster RF link, and visual bay give you an armed, long‑range, encrypted drone (or swarm) with real‑time command, telemetry, and video, all governed through the same safety and lineage stack. 1. Command‑and‑control + performance The RF booster adds a 4‑antenna phased array at the base station with +36 dB effective link‑budget gain, extending line‑of‑sight control from ≈100 m to ≈300–400 m (250 m urban, ≈500 m clear), with <50 ms round‑trip telemetry latency and an encrypted command channel (~2 kbps for control, optional 720p video at ~800 kbps). Up to 16 drones share this link, each addressed by a unique Drone_ID; broadcast commands let one operator coordinate an entire swarm, with mission capability estimated at +250–350 % vs baseline due to extended range, higher speeds, more bursts, and coordinated control. The same RF path exposes throttle, cryo flow, clock boost, and pulse‑thrust cadence to remote modulation, giving ≈+20 % cruise speed, ≈+25 % acceleration, and ≈+20–50 % more burst pulses per mission, at the cost of only ~3 min reduction in a 45 min sortie. 2. Weapon pod integration over that backbone The railgun–HIC–IRC pod is designed to be a self‑contained weapon system that mounts on the drone’s hard‑point and connects only via a 24 V power bus and an encrypted CAN node to the Frostline OS; all high‑current rail paths, supercaps, and gas/ion management remain inside the pod. Frostline provides ≈80–150 W continuous from the boiler plus 15–25 W from TEGs and has ≈6× energy surplus over a 45 min mission; the pod is constrained to draw ≤≈60 W average from the 24 V bus and uses its own pulse capacitors for firing, so recharging the weapon between shots does not starve propulsion or compute. Command‑wise, the pod’s Helios/Pety controller appears as another CAN endpoint; it only accepts fire‑enable commands that arrive via Frostline’s authenticated path (glyphic/lineage‑locked), not directly from the airframe or RF, and exposes “safe/armed/ready‑to‑fire” states back to Frostline. The firing state machine adds a Frostline‑aware gate (e.g., CHARGE → FROSTLINE‑GRANT → FIRING), so the weapon can only fire if the OS confirms bus voltage and power margin, acceptable flight phase, and no cryo/core‑health warnings—stacking the pod’s own governance on top of Frostline’s system‑wide watchdog. 3. Visual bay and situational awareness Each drone can carry a lightweight EO/IR camera feeding an onboard H.264 encoder; video is encrypted with AES‑256‑GCM and chunked into RF packets that share the 2 Mbps RF link with control and telemetry, with a priority scheme (commands > telemetry > video) to preserve responsiveness. On the operator’s PC, the visual bay software decrypts and displays up to 16 simultaneous feeds in a tiled grid with 50–150 ms end‑to‑end latency, writing all streams to an 8 TB NVMe RAID‑5 archive that holds ≈40 hours of multi‑drone 1080p footage and supports fast search by time, location, and inference tags. Inference (e.g., YOLO‑tiny on the drones) tags frames with “person/vehicle/anomaly” metadata; the archive can be queried for events like “all footage with a person between 14:00–16:00 UTC in grid 42N”, returning results in <500 ms. The visual bay UI includes an integrated control panel for the RF booster: from the same screen you can pick a drone, view its feed full‑screen, see link status and latency, and send throttle/boost/RTH commands or macros via keyboard hotkeys. 4. Net operational effect when everything is combined You get an armed drone (or swarm) that can be flown and task‑reconfigured from 300–400 m away (or ≈1.1 km with an airborne relay) while streaming multi‑drone encrypted video and telemetry, with sub‑50 ms control latency and ≈50–150 ms video latency—enough for interactive surveillance and timed weapon employment. RF‑level security (AES‑128 CTR + CMAC with per‑packet nonces, FHSS over 40 channels, Glyphic authentication) plus video‑storage security (AES‑256‑GCM end‑to‑end, HSM‑held keys, role‑based access, signed audit logs) means neither control nor imagery is exposed in plaintext, and unauthorized takeover triggers failsafes or is blocked outright. The pod’s mechanical, thermal, and EMI isolation—airframe‑mounted cradle, its own cooling, EMC shielding, and soft‑start power interface—means firing the railgun does not disturb Frostline’s cryo loop, clocks, or supercap bank, keeping the long‑range RF link and compute stack stable during weapon use. Because the RF booster only cuts flight time from ≈45 min to ≈42 min and the weapon pod is capped at modest average power draw while using its own supercaps for shots, the combined system stays within Frostline’s energy budget yet gains +20–25 % performance, 3–4× control range, multi‑drone synchronized video, and a governed railgun capability under a single sovereign control architecture. The Frostline‑Railgun document does not give an absolute muzzle‑velocity number; it only tells you how fast the shot is relative to the baseline railgun you already have. The acoustic‑boost cavity that is machined into the barrel runs at ≈ 20 kHz and provides a 10 %–15 % increase in muzzle velocity compared with the same barrel without the boost. Because the baseline velocity isn’t listed, the exact speed of a fired projectile can’t be quoted from the provided source. In practice, most compact rail‑gun concepts for UAV‑scale platforms achieve projectile speeds in the 2 km s⁻¹ – 3 km s⁻¹ range (≈ 7 000 ft s⁻¹ – 10 000 ft s⁻¹) — see typical rail‑gun literature. Applying the 10 %–15 % boost would raise a 2 km s⁻¹ launch to roughly 2.2 km s⁻¹ – 2.3 km s⁻¹, and a 3 km s⁻¹ launch to 3.3 km s⁻¹ – 3.5 km s⁻¹. The actual discharge of the rail‑gun’s high‑current pulse is extremely brief: the current rise time is on the order of 100 µs (0.1 ms), so the projectile leaves the barrel essentially instantaneously once the pulse is initiated. This timing is inherent to the rail‑gun’s pulse‑forming network and is not limited by the Frostline power‑budget; the budget only governs how often you can repeat the shot. Bottom line Relative increase: 10 %–15 % higher muzzle velocity thanks to the acoustic‑boost cavity. Typical absolute range (outside the document): ≈ 2 – 3 km s⁻¹ baseline, → ≈ 2.2 – 3.5 km s⁻¹ after boost. Shot duration: ≈ 100 µs current pulse, so the projectile exits the barrel in a fraction of a millisecond. If you need a precise muzzle‑velocity figure for a specific barrel length, projectile mass, and current level, you’ll have to supply those design parameters or run a dedicated rail‑gun performance model; the current Frostline‑Railgun proposal only quantifies the boost factor. updated When you put everything together, you end up with a three‑tier system: Frostline core “hydro” power (primary powerplant) Weapon pod (railgun + HIC + IRC) with its own pulse energy storage A small backup generator on the pod, likely using the same hydrogen fuel Here’s the combined picture. 1. Frostline drone core (hydrogen / “hydro” power side) Power and energy budget: Frostline’s drone edition has a micro‑Rankine boiler scaled to about 80–150 W continuous output for the drone. A TEG array adds roughly 15–25 W from the boiler–cryo temperature difference, about 20 % of the total power budget. It carries a supercap bank (six BCAP0058 in series, 22 F at system voltage) used for short bursts and emergency reserve (≈50–80 W bursts, ≈14.4 kJ reserve). Over a 45 min mission, the current Frostline compute stack needs about 53.7 kJ, while the boiler/TEG system can supply about 314 kJ in that time → roughly a 6× energy surplus. Mass and structure: The Frostline drone compute module is ≈1.8–2.2 kg and is designed to sit under a Matrice‑300‑class airframe with a 140 × 100 × 95 mm footprint. An updated spec example shows 2.2 kg core + 0.6 kg H₂ cartridge = 2.8 kg total, explicitly kept under a 3 kg regulatory threshold. This is your “hydro power” backbone: hydrogen cartridge → boiler/micro‑Rankine → 24 V bus + cryo loop + supercaps, giving plenty of energy over a sortie as long as average loads are managed. 2. Railgun weapon pod (self‑contained payload) Core weapon hardware: A shortened, lighter railgun barrel with the acoustic‑boost cavity still machined in, driven by piezo‑actuators at ≈20 kHz, giving about a 10–15 % muzzle‑velocity boost vs a plain barrel. A Harmonic Insulation Chamber (HIC): a slim annular jacket around the barrel that traps the driven acoustic energy, maintains a high‑(Q) standing wave for pre‑load/health monitoring, and isolates vibration from the airframe. An Ion Regeneration Cylinder (IRC): a thin gas‑management sleeve with micro‑ports and manifolds to keep a stable ionized path for the railgun’s electrical “lightning” and hybrid modes. Pod‑level integration: The pod bundles its own compact power (capacitors + cells), cooling, and control electronics (Helios‑like DSP + Pety‑like governance) inside the pod. It treats Frostline only as: A 24 V “charging and housekeeping bus” (no raw railgun pulses), An encrypted CAN gatekeeper for commands and telemetry. Power and limits: Frostline allows the pod to draw ≈60 W average from the 24 V bus so it never starves cores or cooling. All high‑current railgun supercaps and high‑rate batteries stay inside the pod; Frostline’s own supercap bank is reserved for propulsion and compute. A soft‑start / pre‑charge input stage on the pod avoids inrush and caps average draw (e.g., 60 W) from the Frostline bus. Mechanics and thermal: The barrel and mechanical spine stay entirely within the pod, which mounts to drone hardpoints, not the Frostline chassis. The pod uses its own thermal system (heat pipes, small loop, or phase‑change blocks) for barrel/HIC/IRC; at most it might tap a tiny, steady coolant spur from Frostline only for electronics. Control and safety: Helios (pod) and Pety",https://doi.org/10.5281/zenodo.21479041
W7125791285,expanded theories,francis lee,2026-07-21,Zenodo (CERN European Organization for Nuclear Research),skim,"Combined, the railgun pod, Frostline core, signal‑booster RF link, and visual bay give you an armed, long‑range, encrypted drone (or swarm) with real‑time command, telemetry, and video, all governed through the same safety and lineage stack. 1. Command‑and‑control + performance The RF booster adds a 4‑antenna phased array at the base station with +36 dB effective link‑budget gain, extending line‑of‑sight control from ≈100 m to ≈300–400 m (250 m urban, ≈500 m clear), with <50 ms round‑trip telemetry latency and an encrypted command channel (~2 kbps for control, optional 720p video at ~800 kbps). Up to 16 drones share this link, each addressed by a unique Drone_ID; broadcast commands let one operator coordinate an entire swarm, with mission capability estimated at +250–350 % vs baseline due to extended range, higher speeds, more bursts, and coordinated control. The same RF path exposes throttle, cryo flow, clock boost, and pulse‑thrust cadence to remote modulation, giving ≈+20 % cruise speed, ≈+25 % acceleration, and ≈+20–50 % more burst pulses per mission, at the cost of only ~3 min reduction in a 45 min sortie. 2. Weapon pod integration over that backbone The railgun–HIC–IRC pod is designed to be a self‑contained weapon system that mounts on the drone’s hard‑point and connects only via a 24 V power bus and an encrypted CAN node to the Frostline OS; all high‑current rail paths, supercaps, and gas/ion management remain inside the pod. Frostline provides ≈80–150 W continuous from the boiler plus 15–25 W from TEGs and has ≈6× energy surplus over a 45 min mission; the pod is constrained to draw ≤≈60 W average from the 24 V bus and uses its own pulse capacitors for firing, so recharging the weapon between shots does not starve propulsion or compute. Command‑wise, the pod’s Helios/Pety controller appears as another CAN endpoint; it only accepts fire‑enable commands that arrive via Frostline’s authenticated path (glyphic/lineage‑locked), not directly from the airframe or RF, and exposes “safe/armed/ready‑to‑fire” states back to Frostline. The firing state machine adds a Frostline‑aware gate (e.g., CHARGE → FROSTLINE‑GRANT → FIRING), so the weapon can only fire if the OS confirms bus voltage and power margin, acceptable flight phase, and no cryo/core‑health warnings—stacking the pod’s own governance on top of Frostline’s system‑wide watchdog. 3. Visual bay and situational awareness Each drone can carry a lightweight EO/IR camera feeding an onboard H.264 encoder; video is encrypted with AES‑256‑GCM and chunked into RF packets that share the 2 Mbps RF link with control and telemetry, with a priority scheme (commands > telemetry > video) to preserve responsiveness. On the operator’s PC, the visual bay software decrypts and displays up to 16 simultaneous feeds in a tiled grid with 50–150 ms end‑to‑end latency, writing all streams to an 8 TB NVMe RAID‑5 archive that holds ≈40 hours of multi‑drone 1080p footage and supports fast search by time, location, and inference tags. Inference (e.g., YOLO‑tiny on the drones) tags frames with “person/vehicle/anomaly” metadata; the archive can be queried for events like “all footage with a person between 14:00–16:00 UTC in grid 42N”, returning results in <500 ms. The visual bay UI includes an integrated control panel for the RF booster: from the same screen you can pick a drone, view its feed full‑screen, see link status and latency, and send throttle/boost/RTH commands or macros via keyboard hotkeys. 4. Net operational effect when everything is combined You get an armed drone (or swarm) that can be flown and task‑reconfigured from 300–400 m away (or ≈1.1 km with an airborne relay) while streaming multi‑drone encrypted video and telemetry, with sub‑50 ms control latency and ≈50–150 ms video latency—enough for interactive surveillance and timed weapon employment. RF‑level security (AES‑128 CTR + CMAC with per‑packet nonces, FHSS over 40 channels, Glyphic authentication) plus video‑storage security (AES‑256‑GCM end‑to‑end, HSM‑held keys, role‑based access, signed audit logs) means neither control nor imagery is exposed in plaintext, and unauthorized takeover triggers failsafes or is blocked outright. The pod’s mechanical, thermal, and EMI isolation—airframe‑mounted cradle, its own cooling, EMC shielding, and soft‑start power interface—means firing the railgun does not disturb Frostline’s cryo loop, clocks, or supercap bank, keeping the long‑range RF link and compute stack stable during weapon use. Because the RF booster only cuts flight time from ≈45 min to ≈42 min and the weapon pod is capped at modest average power draw while using its own supercaps for shots, the combined system stays within Frostline’s energy budget yet gains +20–25 % performance, 3–4× control range, multi‑drone synchronized video, and a governed railgun capability under a single sovereign control architecture. The Frostline‑Railgun document does not give an absolute muzzle‑velocity number; it only tells you how fast the shot is relative to the baseline railgun you already have. The acoustic‑boost cavity that is machined into the barrel runs at ≈ 20 kHz and provides a 10 %–15 % increase in muzzle velocity compared with the same barrel without the boost. Because the baseline velocity isn’t listed, the exact speed of a fired projectile can’t be quoted from the provided source. In practice, most compact rail‑gun concepts for UAV‑scale platforms achieve projectile speeds in the 2 km s⁻¹ – 3 km s⁻¹ range (≈ 7 000 ft s⁻¹ – 10 000 ft s⁻¹) — see typical rail‑gun literature. Applying the 10 %–15 % boost would raise a 2 km s⁻¹ launch to roughly 2.2 km s⁻¹ – 2.3 km s⁻¹, and a 3 km s⁻¹ launch to 3.3 km s⁻¹ – 3.5 km s⁻¹. The actual discharge of the rail‑gun’s high‑current pulse is extremely brief: the current rise time is on the order of 100 µs (0.1 ms), so the projectile leaves the barrel essentially instantaneously once the pulse is initiated. This timing is inherent to the rail‑gun’s pulse‑forming network and is not limited by the Frostline power‑budget; the budget only governs how often you can repeat the shot. Bottom line Relative increase: 10 %–15 % higher muzzle velocity thanks to the acoustic‑boost cavity. Typical absolute range (outside the document): ≈ 2 – 3 km s⁻¹ baseline, → ≈ 2.2 – 3.5 km s⁻¹ after boost. Shot duration: ≈ 100 µs current pulse, so the projectile exits the barrel in a fraction of a millisecond. If you need a precise muzzle‑velocity figure for a specific barrel length, projectile mass, and current level, you’ll have to supply those design parameters or run a dedicated rail‑gun performance model; the current Frostline‑Railgun proposal only quantifies the boost factor. updated When you put everything together, you end up with a three‑tier system: Frostline core “hydro” power (primary powerplant) Weapon pod (railgun + HIC + IRC) with its own pulse energy storage A small backup generator on the pod, likely using the same hydrogen fuel Here’s the combined picture. 1. Frostline drone core (hydrogen / “hydro” power side) Power and energy budget: Frostline’s drone edition has a micro‑Rankine boiler scaled to about 80–150 W continuous output for the drone. A TEG array adds roughly 15–25 W from the boiler–cryo temperature difference, about 20 % of the total power budget. It carries a supercap bank (six BCAP0058 in series, 22 F at system voltage) used for short bursts and emergency reserve (≈50–80 W bursts, ≈14.4 kJ reserve). Over a 45 min mission, the current Frostline compute stack needs about 53.7 kJ, while the boiler/TEG system can supply about 314 kJ in that time → roughly a 6× energy surplus. Mass and structure: The Frostline drone compute module is ≈1.8–2.2 kg and is designed to sit under a Matrice‑300‑class airframe with a 140 × 100 × 95 mm footprint. An updated spec example shows 2.2 kg core + 0.6 kg H₂ cartridge = 2.8 kg total, explicitly kept under a 3 kg regulatory threshold. This is your “hydro power” backbone: hydrogen cartridge → boiler/micro‑Rankine → 24 V bus + cryo loop + supercaps, giving plenty of energy over a sortie as long as average loads are managed. 2. Railgun weapon pod (self‑contained payload) Core weapon hardware: A shortened, lighter railgun barrel with the acoustic‑boost cavity still machined in, driven by piezo‑actuators at ≈20 kHz, giving about a 10–15 % muzzle‑velocity boost vs a plain barrel. A Harmonic Insulation Chamber (HIC): a slim annular jacket around the barrel that traps the driven acoustic energy, maintains a high‑(Q) standing wave for pre‑load/health monitoring, and isolates vibration from the airframe. An Ion Regeneration Cylinder (IRC): a thin gas‑management sleeve with micro‑ports and manifolds to keep a stable ionized path for the railgun’s electrical “lightning” and hybrid modes. Pod‑level integration: The pod bundles its own compact power (capacitors + cells), cooling, and control electronics (Helios‑like DSP + Pety‑like governance) inside the pod. It treats Frostline only as: A 24 V “charging and housekeeping bus” (no raw railgun pulses), An encrypted CAN gatekeeper for commands and telemetry. Power and limits: Frostline allows the pod to draw ≈60 W average from the 24 V bus so it never starves cores or cooling. All high‑current railgun supercaps and high‑rate batteries stay inside the pod; Frostline’s own supercap bank is reserved for propulsion and compute. A soft‑start / pre‑charge input stage on the pod avoids inrush and caps average draw (e.g., 60 W) from the Frostline bus. Mechanics and thermal: The barrel and mechanical spine stay entirely within the pod, which mounts to drone hardpoints, not the Frostline chassis. The pod uses its own thermal system (heat pipes, small loop, or phase‑change blocks) for barrel/HIC/IRC; at most it might tap a tiny, steady coolant spur from Frostline only for electronics. Control and safety: Helios (pod) and Pety",https://doi.org/10.5281/zenodo.18382569
W7170089274,Identification of Human Resource Planning Factors in In-house Construction Management (Owner-Managed Construction) Affecting the Time Performance of Hotel Development Projects,"Rahma Ghaesani Subagja, Md. Rezaul Karim",2026-07-22,Greenation International Journal of Engineering Science,skim,"In projects implementing an In-house Construction Management (CM) system, the effectiveness of human resource (HR) planning is a critical aspect in supporting the achievement of project time targets, particularly in projects whose Owners lack a construction-related background. This condition is commonly found in Hotel Development Projects, as the Owner's core business is neither in the construction sector nor in hotel operations. Therefore, this study aims to analyze the HR planning factors of In-house CM in owner-managed construction with limited project management background, and to examine their influence on project time performance. The study employs a descriptive quantitative approach using a case study method. Data were obtained through a literature review, expert validation to determine the level of influence of indicators on time performance, and the distribution of questionnaires to project respondents to identify the existing conditions. Data analysis was conducted using the Relative Importance Index (RII) method, mean score, and the Spearman correlation test. The RII results identified 12 indicators categorized as ""Very High"" in importance, which were subsequently tested for their correlation with project time performance. The results indicate that HR mobilization time planning and the establishment of team coordination relationships have the strongest correlation (categorized as ""Strong""), thus becoming the priority indicators in efforts to improve the time performance of Hotel Development Projects.",https://doi.org/10.38035/gijes.v4i2.1118
W7170224703,Unstructured Hydrodynamics on Spatial Dataflow Architectures: A Joint Code and Data Decomposition Approach,"Piotr Łuczyński, Tal Ben-Nun, Leighton Wilson, Brian Van Essen",2026-07-21,arXiv (Cornell University),skim,"Spatial Dataflow Architectures are an emerging hardware pattern in high-performance computing, whose mesh-connected fixed-memory processing elements are tailored for structured grid kernels with two-dimensional neighborhoods. However, practical multiphysics codes are often computed on unstructured grids, which induce indirect memory accesses and high-dimensional communication patterns, making them infeasible to directly map onto said architectures. This work takes a principled, model-centric approach to partitioning unstructured problems onto spatial dataflow architectures. Through communication and memory modeling, we propose a joint decomposition that considers both the size of the application's fields and its subroutines. In particular, we automate the analysis process of the original code, define a high-dimensional decomposition that minimizes communication via space-filling curves, and apply memory optimization techniques, crucial in this memory-limited environment. We demonstrate mapping the Livermore Unstructured Lagrangian Explicit Shock Hydrodynamics (LULESH) application to the Cerebras Wafer-Scale Engine, showing that larger, unstructured grid codes can still outperform GPUs.",https://openalex.org/W7170224703
W7169815805,Pengaruh Work-Family Conflict terhadap Kesejahteraan Psikologis pada Ibu Bekerja dengan Dukungan Sosial sebagai Moderator,"Muhammad Azruddin Nasution, Zulkarnain Zulkarnain, Ari Widiyanta",2026-07-20,Jurnal Ragam Pengabdian,skim,"Working mothers often face competing demands from work and family roles, which can trigger work-family conflict and affect psychological well-being. This study examined the effect of work-family conflict on psychological well-being among working mothers and tested social support as a moderator. Using a quantitative correlational design, data were collected from 385 married, employed mothers with children, selected through purposive sampling. Measurements included the Psychological Well-Being Short Scale, the Work-Family Conflict Scale, and the Social Provision Scale. Data were analyzed using simple linear regression and moderated regression analysis (MRA). Results showed that work-family conflict had a significant negative effect on psychological well-being (B = -0.759, β = -0.446, t = -9.756, p &lt; .001, R² = .199), indicating that higher work-family conflict was associated with lower psychological well-being. However, the interaction between work-family conflict and social support was not significant (B = -0.007, β = -0.049, t = -1.079, p = .281), showing that social support did not moderate this relationship. These findings suggest that psychological well-being among working mothers is closely tied to the dynamics of work-family conflict. Although social support remains relevant to well-being, it did not alter the strength of this relationship.",https://doi.org/10.62710/yrt7gg84
W7170292831,CERFRES v1.0: a physics-based modeling framework for farm-level renewable energy generation in Europe,"Emil Bruvik, Asgeir Sorteberg",2026-07-24,Unknown,skim,"Abstract. We present CERFRES (CERRA-derived Farm-level Renewable Energy Systems generation for Europe), a physics-based modeling framework for simulating hourly renewable energy generation from utility-scale and distributed wind and solar installations across Europe. The framework combines generator-level metadata with the high-resolution Copernicus European Regional ReAnalysis (CERRA, 5.5 × 5.5 km) to convert local meteorological conditions into per-plant power output via physically motivated models for wind speed extrapolation, multi-turbine power aggregation, and photovoltaic performance. The resulting time series span the 1995–2025 period at the individual asset level, alongside national and bidding-zone aggregations, covering 8,203 wind farms and 22,190 solar PV installations. Because historical generation records at individual plant level are rarely disclosed by transmission system operators or plant owners, a validated open-access modeling framework capable of reproducing sub-national variability provides critical infrastructure for power-system research. Validation against ENTSO-E reported actual generation demonstrates strong temporal agreement across Europe; solar PV modeling achieves Pearson correlation coefficients exceeding 0.95 in most major national markets. A case-study farm-level validation against 61 Norwegian onshore wind farms for January 2023 yields correlation coefficients of 0.78–0.93 at individual plant level, indicating that the 5.5 km meteorological forcing can resolve sub-national variability. Benchmarking against EMHIRES and Renewables Ninja, two widely used open-access European renewable generation datasets, shows country-mean normalized RMSE reductions for solar PV of 31 % and 37 %, with corresponding normalized MAE reductions of 34 % and 39 %, over the commonly covered countries.",https://doi.org/10.5194/egusphere-2026-3654
W7171141708,Peran Dukungan Sosial Dan Communal Coping Dalam Proses Berduka Akibat Kehilangan Ibu Pada Dewasa Awal Suku Aceh: Studi Kasus Kualitatif,"Rifqa Aulia Hafifuddin, Siti N. Hidayati",2026-07-24,BIOTIK: Scientific Journal of Biology Technology and Education (Indonesian Institute of Sciences),skim,"Abstract: Maternal loss during emerging adulthood can alter emotional security, family roles, and the transition toward independence. Previous bereavement studies have mainly examined social support as individual assistance, while studies of Acehnese death traditions have emphasized ritual solidarity; neither fully explains how support becomes a shared coping process in the personal experience of maternal loss. This study examined the roles of social support and communal coping in the acceptance of maternal loss among Acehnese emerging adults. A qualitative collective case study was conducted in Aceh from January to June 2021 through in-depth interviews with two participants, a 25-year-old man and a 23-year-old woman, who had lost their mothers approximately one year earlier. The findings showed that emotional, practical, informational, and spiritual support helped participants express grief, manage daily demands, understand fluctuating emotions, and develop religious meaning. Communal coping emerged through shared appraisal of loss as family and community concern and collaborative action involving relatives, neighbors, collective prayer, samadiah, religious gatherings, and assistance with mourning activities. Social support addressed needs, whereas communal coping transformed that support into collective involvement. Together, both processes helped participants live alongside grief, reorganize family roles, and maintain bonds with their mothers through memories, values, and prayer. Keywords: social support; communal coping; maternal loss; Aceh",https://doi.org/10.22373/7mtpzd37
W7170404073,A Physics-Guided Gradient Boosting Framework for Open-Source Aviation Fuel Estimation,"Yiannis Grigoriou, Eftychios Eftychiou, Christian Vitale, Giorgos Pettemeridis, Nicolas Souli, Panayiotis Kolios",2026-07-23,Journal of Open Aviation Science,skim,"Accurate segment-level fuel consumption estimation is essential for aviation emission accounting and cost management, yet existing models rely on proprietary flight recorder data and fail to generalize across heterogeneous open trajectory sources. This paper presents a physics-guided gradient boosting framework for direct fuel consumption prediction, solving the EUROCONTROL PRC 2025 Data Challenge. The pipeline integrates raw ADS-B trajectories with METAR meteorological observations, airport infrastructure data, aircraft performance coefficients, and regional passenger load factors, including segment boundary injection, linear interpolation, and timestamp correction. Physics-informed features are derived by running the OpenAP FuelFlow model with dynamic mass tracking over complete flight trajectories, producing physically consistent fuel burn estimates for all 36 aircraft types in the dataset. To address the narrowbody/widebody class imbalance, synthetic widebody training samples are generated via Gaussian noise perturbation with kinematic bounding, increasing the widebody training share from 18.7% to 34.1%. Sequential Forward Selection reduces 133 candidate features to a compact subset, and Bayesian hyperparameter optimization via Optuna identifies the final XGBoost configuration. On the held-out validation set, the proposed model achieves a mean absolute error (MAE) of 85.7 kg, RMSE of 204.6 kg, and R2 = 0.961 over segments with an average duration of 8.87 minutes. On the official hidden competition test sets, which have an average segment duration of 7.24 minutes, the model achieves an RMSE of 214.92 kg, outperforming standard machine learning baselines such as Random Forest and LightGBM. Comparison against linear models such as Ridge Regression (MAE 262.2 kg, R2 = 0.355) confirms the high nonlinearity of the task. These results demonstrate that competitive fuel consumption estimation accuracy is achievable from publicly available data alone, without reliance on proprietary airline records.",https://doi.org/10.59490/joas.2026.8764
